full_name,age_range,current_status,work_style,career_inclination,highest_qualification,field_of_study,performance,key_subjects,technical_skills,skill_levels,tools,logical_thinking,mathematical_ability,communication,creativity,problem_solving,work_preference,learning_style,top_career_1,top_career_2,top_career_3,top_career_1_score,top_career_2_score,top_career_3_score,top_career_1_salary,top_career_2_salary,top_career_3_salary
user_5612,18-22,Working,Analytical,IT / Tech,Bachelor,Business,High,"['Biology', 'Computer Science']","['Programming', 'Data Analysis']","{'Programming': 'Advanced', 'Data Analysis': 'Beginner'}","['Python', 'React']",7,5,5,10,6,Individual Work,Mixed,AI Engineer,Cyber Security Analyst,Software Engineer,0.7,0.68,0.57,77849,102463,63024
user_5596,26-30,Graduate,Analytical,IT / Tech,Intermediate,Biology,Average,"['Arts', 'Physics']","['Programming', 'Data Analysis']","{'Programming': 'Advanced', 'Data Analysis': 'Intermediate'}","['Python', 'React']",10,6,7,8,7,Team Work,Theoretical,Data Scientist,AI Engineer,Software Engineer,0.86,0.72,0.76,112561,83449,116886
user_8499,22-26,Graduate,Technical,IT / Tech,Intermediate,Arts,High,"['Physics', 'Biology']","['Programming', 'Data Analysis']","{'Programming': 'Intermediate', 'Data Analysis': 'Beginner'}","['Python', 'React']",5,5,9,7,5,Team Work,Mixed,Software Engineer,Data Scientist,AI Engineer,0.73,0.69,0.79,104355,55864,50658
user_5755,26-30,Working,Social,Arts / Design,Bachelor,Computer Science,Low,"['Biology', 'Arts']","['Graphic Design', 'Writing']","{'Graphic Design': 'Beginner', 'Writing': 'Intermediate'}",['Canva'],7,4,9,5,6,Team Work,Mixed,Graphic Designer,UI/UX Designer,Content Creator,0.8,0.74,0.74,131529,70042,100867
user_6778,18-22,Student,Technical,Healthcare,Intermediate,Computer Science,High,"['Computer Science', 'Business']","['Writing', 'Data Analysis']","{'Writing': 'Intermediate', 'Data Analysis': 'Advanced'}",['Excel'],9,9,8,7,6,Team Work,Mixed,Doctor,Biomedical Scientist,Nurse,0.95,0.82,0.65,128189,120695,110245
user_7912,26-30,Graduate,Technical,Science / Research,Intermediate,Arts,Low,"['Physics', 'Business']","['Data Analysis', 'Programming']","{'Data Analysis': 'Advanced', 'Programming': 'Intermediate'}","['Python', 'Excel']",8,9,4,8,8,Individual Work,Theoretical,Data Researcher,Research Scientist,Lab Analyst,0.95,0.68,0.62,95136,100460,62246
user_3810,22-26,Graduate,Technical,Business,Master,Biology,High,"['Biology', 'Computer Science']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Beginner', 'Writing': 'Beginner', 'Networking': 'Advanced'}",['Excel'],9,6,8,9,6,Individual Work,Mixed,Marketing Manager,Business Analyst,HR Manager,0.73,0.62,0.54,70139,64464,61059
user_1121,26-30,Working,Creative,IT / Tech,Master,Arts,Low,"['Computer Science', 'Math']","['Programming', 'Data Analysis']","{'Programming': 'Intermediate', 'Data Analysis': 'Beginner'}","['Python', 'React']",7,9,10,9,9,Individual Work,Practical,Cyber Security Analyst,Data Scientist,Software Engineer,0.76,0.82,0.78,90719,70304,81781
user_7219,22-26,Working,Technical,Business,Intermediate,Arts,High,"['Arts', 'Math']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Advanced', 'Writing': 'Advanced', 'Networking': 'Beginner'}",['Excel'],9,4,4,6,7,Individual Work,Practical,HR Manager,Marketing Manager,Business Analyst,0.86,0.83,0.74,90751,108163,78627
user_9089,22-26,Working,Technical,Healthcare,Master,Arts,Average,"['Biology', 'Arts']","['Writing', 'Data Analysis']","{'Writing': 'Beginner', 'Data Analysis': 'Beginner'}",['Excel'],5,6,6,5,6,Team Work,Practical,Doctor,Nurse,Biomedical Scientist,0.82,0.7,0.64,71233,93896,53356
user_4592,18-22,Graduate,Creative,Arts / Design,Intermediate,Business,Average,"['Math', 'Computer Science']","['Graphic Design', 'Writing']","{'Graphic Design': 'Beginner', 'Writing': 'Intermediate'}",['Canva'],6,5,10,7,6,Team Work,Theoretical,Graphic Designer,Content Creator,UI/UX Designer,0.82,0.7,0.72,72231,94728,79137
user_3075,18-22,Working,Analytical,Healthcare,Bachelor,Arts,Average,"['Physics', 'Business']","['Writing', 'Data Analysis']","{'Writing': 'Beginner', 'Data Analysis': 'Beginner'}",['Excel'],8,10,7,4,5,Team Work,Mixed,Biomedical Scientist,Pharmacist,Doctor,0.93,0.65,0.8,91194,72100,54529
user_9546,18-22,Graduate,Analytical,Arts / Design,Bachelor,Business,High,"['Physics', 'Arts']","['Graphic Design', 'Writing']","{'Graphic Design': 'Beginner', 'Writing': 'Advanced'}",['Canva'],5,10,8,9,7,Individual Work,Mixed,Content Creator,Graphic Designer,UI/UX Designer,0.73,0.72,0.58,111001,112085,76069
user_4648,26-30,Working,Social,Business,Master,Computer Science,Average,"['Arts', 'Computer Science']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Intermediate', 'Writing': 'Beginner', 'Networking': 'Intermediate'}",['Excel'],8,8,7,8,8,Individual Work,Theoretical,Marketing Manager,HR Manager,Business Analyst,0.74,0.8,0.66,122879,122383,63512
user_7300,18-22,Working,Analytical,Science / Research,Master,Arts,High,"['Computer Science', 'Math']","['Data Analysis', 'Programming']","{'Data Analysis': 'Advanced', 'Programming': 'Beginner'}","['Python', 'Excel']",5,8,10,5,8,Individual Work,Theoretical,Research Scientist,Data Researcher,Lab Analyst,0.77,0.74,0.57,128457,86753,95136
user_9431,18-22,Working,Social,Business,Intermediate,Biology,High,"['Computer Science', 'Arts']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Advanced', 'Writing': 'Beginner', 'Networking': 'Beginner'}",['Excel'],7,5,4,6,6,Team Work,Theoretical,Business Analyst,Marketing Manager,HR Manager,0.81,0.65,0.79,68912,59214,110353
user_5362,26-30,Student,Technical,Arts / Design,Bachelor,Arts,High,"['Physics', 'Business']","['Graphic Design', 'Writing']","{'Graphic Design': 'Beginner', 'Writing': 'Advanced'}",['Canva'],9,5,7,8,9,Team Work,Mixed,Content Creator,Graphic Designer,UI/UX Designer,0.87,0.61,0.63,113182,51146,118007
user_4440,22-26,Student,Creative,IT / Tech,Intermediate,Arts,High,"['Business', 'Physics']","['Programming', 'Data Analysis']","{'Programming': 'Advanced', 'Data Analysis': 'Advanced'}","['Python', 'React']",8,4,7,10,5,Team Work,Practical,AI Engineer,Cyber Security Analyst,Data Scientist,0.8,0.61,0.56,123285,52721,63984
user_4667,22-26,Student,Analytical,Healthcare,Bachelor,Business,Low,"['Arts', 'Business']","['Writing', 'Data Analysis']","{'Writing': 'Beginner', 'Data Analysis': 'Advanced'}",['Excel'],8,4,8,5,8,Individual Work,Mixed,Doctor,Nurse,Pharmacist,0.87,0.64,0.52,135403,104902,103779
user_2951,18-22,Working,Technical,Healthcare,Master,Business,Low,"['Math', 'Arts']","['Writing', 'Data Analysis']","{'Writing': 'Intermediate', 'Data Analysis': 'Intermediate'}",['Excel'],5,6,6,7,6,Team Work,Theoretical,Biomedical Scientist,Doctor,Pharmacist,0.86,0.62,0.58,107074,98933,115984
user_6045,22-26,Graduate,Creative,Healthcare,Bachelor,Arts,Average,"['Business', 'Computer Science']","['Writing', 'Data Analysis']","{'Writing': 'Advanced', 'Data Analysis': 'Beginner'}",['Excel'],6,7,8,8,7,Individual Work,Practical,Doctor,Nurse,Pharmacist,0.85,0.71,0.65,139019,104446,83432
user_6507,18-22,Working,Technical,Arts / Design,Intermediate,Business,Average,"['Biology', 'Arts']","['Graphic Design', 'Writing']","{'Graphic Design': 'Advanced', 'Writing': 'Beginner'}",['Canva'],7,8,5,6,9,Team Work,Practical,UI/UX Designer,Content Creator,Graphic Designer,0.74,0.85,0.53,75499,83294,88606
user_3316,26-30,Graduate,Creative,Business,Master,Computer Science,Average,"['Math', 'Arts']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Advanced', 'Writing': 'Advanced', 'Networking': 'Intermediate'}",['Excel'],10,7,6,4,7,Individual Work,Theoretical,Business Analyst,HR Manager,Marketing Manager,0.74,0.79,0.7,149130,126926,60549
user_6084,18-22,Graduate,Analytical,Arts / Design,Intermediate,Business,Low,"['Computer Science', 'Math']","['Graphic Design', 'Writing']","{'Graphic Design': 'Beginner', 'Writing': 'Beginner'}",['Canva'],6,8,4,8,8,Team Work,Theoretical,Content Creator,UI/UX Designer,Graphic Designer,0.92,0.78,0.7,102612,60997,108818
user_4402,22-26,Student,Social,IT / Tech,Master,Arts,Low,"['Arts', 'Math']","['Programming', 'Data Analysis']","{'Programming': 'Advanced', 'Data Analysis': 'Intermediate'}","['Python', 'React']",6,5,8,8,8,Team Work,Theoretical,AI Engineer,Software Engineer,Data Scientist,0.91,0.78,0.54,125230,110030,79536
user_8188,22-26,Graduate,Creative,Business,Master,Computer Science,Average,"['Biology', 'Physics']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Beginner', 'Writing': 'Intermediate', 'Networking': 'Advanced'}",['Excel'],6,4,5,8,10,Individual Work,Practical,Marketing Manager,HR Manager,Business Analyst,0.92,0.76,0.69,84965,91838,61591
user_2613,22-26,Student,Analytical,Business,Master,Arts,Low,"['Physics', 'Arts']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Advanced', 'Writing': 'Beginner', 'Networking': 'Intermediate'}",['Excel'],6,4,5,8,10,Individual Work,Mixed,Marketing Manager,Business Analyst,HR Manager,0.75,0.82,0.73,124901,118086,66927
user_5422,26-30,Student,Analytical,Business,Bachelor,Biology,High,"['Arts', 'Math']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Advanced', 'Writing': 'Intermediate', 'Networking': 'Advanced'}",['Excel'],7,7,8,10,6,Team Work,Practical,Marketing Manager,HR Manager,Business Analyst,0.83,0.7,0.5,97938,113417,58152
user_3600,18-22,Working,Analytical,Science / Research,Intermediate,Computer Science,High,"['Business', 'Physics']","['Data Analysis', 'Programming']","{'Data Analysis': 'Beginner', 'Programming': 'Intermediate'}","['Python', 'Excel']",5,7,8,5,8,Individual Work,Practical,Research Scientist,Lab Analyst,Data Researcher,0.9,0.7,0.62,111095,60263,58712
user_4797,18-22,Student,Analytical,Science / Research,Bachelor,Biology,High,"['Arts', 'Business']","['Data Analysis', 'Programming']","{'Data Analysis': 'Intermediate', 'Programming': 'Intermediate'}","['Python', 'Excel']",6,4,8,6,8,Team Work,Mixed,Data Researcher,Lab Analyst,Research Scientist,0.95,0.75,0.65,139625,121782,84480
user_7917,18-22,Graduate,Social,IT / Tech,Intermediate,Business,Low,"['Computer Science', 'Business']","['Programming', 'Data Analysis']","{'Programming': 'Beginner', 'Data Analysis': 'Beginner'}","['Python', 'React']",6,8,5,8,7,Individual Work,Theoretical,AI Engineer,Software Engineer,Cyber Security Analyst,0.71,0.71,0.69,81215,94959,102866
user_3649,18-22,Working,Creative,IT / Tech,Bachelor,Biology,Average,"['Physics', 'Computer Science']","['Programming', 'Data Analysis']","{'Programming': 'Advanced', 'Data Analysis': 'Intermediate'}","['Python', 'React']",9,10,8,8,5,Individual Work,Practical,Cyber Security Analyst,AI Engineer,Software Engineer,0.73,0.66,0.53,128744,82673,63917
user_3919,22-26,Student,Social,IT / Tech,Bachelor,Biology,Low,"['Biology', 'Business']","['Programming', 'Data Analysis']","{'Programming': 'Advanced', 'Data Analysis': 'Beginner'}","['Python', 'React']",6,8,8,6,7,Individual Work,Theoretical,AI Engineer,Cyber Security Analyst,Data Scientist,0.94,0.69,0.63,133097,74285,45683
user_5826,22-26,Student,Creative,Business,Master,Arts,Average,"['Biology', 'Computer Science']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Intermediate', 'Writing': 'Intermediate', 'Networking': 'Beginner'}",['Excel'],5,4,7,7,10,Team Work,Mixed,Marketing Manager,Business Analyst,HR Manager,0.88,0.72,0.66,103245,76719,110751
user_9495,22-26,Working,Technical,Science / Research,Bachelor,Biology,Average,"['Math', 'Biology']","['Data Analysis', 'Programming']","{'Data Analysis': 'Advanced', 'Programming': 'Advanced'}","['Python', 'Excel']",7,4,10,8,8,Team Work,Practical,Research Scientist,Data Researcher,Lab Analyst,0.87,0.82,0.7,148101,102187,50030
user_4754,22-26,Student,Technical,Science / Research,Intermediate,Biology,Average,"['Biology', 'Computer Science']","['Data Analysis', 'Programming']","{'Data Analysis': 'Beginner', 'Programming': 'Intermediate'}","['Python', 'Excel']",5,9,9,7,9,Team Work,Practical,Data Researcher,Research Scientist,Lab Analyst,0.71,0.84,0.76,123956,105866,73740
user_4202,22-26,Student,Technical,IT / Tech,Bachelor,Arts,Average,"['Arts', 'Business']","['Programming', 'Data Analysis']","{'Programming': 'Advanced', 'Data Analysis': 'Beginner'}","['Python', 'React']",8,4,9,9,8,Team Work,Theoretical,AI Engineer,Data Scientist,Cyber Security Analyst,0.72,0.81,0.58,148851,75335,68539
user_1018,22-26,Student,Technical,Science / Research,Master,Biology,Average,"['Physics', 'Math']","['Data Analysis', 'Programming']","{'Data Analysis': 'Intermediate', 'Programming': 'Intermediate'}","['Python', 'Excel']",7,10,9,6,10,Team Work,Mixed,Lab Analyst,Research Scientist,Data Researcher,0.93,0.85,0.79,95857,124950,98979
user_7122,18-22,Student,Creative,Arts / Design,Master,Arts,High,"['Arts', 'Business']","['Graphic Design', 'Writing']","{'Graphic Design': 'Intermediate', 'Writing': 'Advanced'}",['Canva'],8,6,5,10,6,Individual Work,Theoretical,Graphic Designer,UI/UX Designer,Content Creator,0.72,0.62,0.5,83249,66131,61216
user_1179,18-22,Student,Creative,Healthcare,Intermediate,Business,Low,"['Business', 'Arts']","['Writing', 'Data Analysis']","{'Writing': 'Beginner', 'Data Analysis': 'Intermediate'}",['Excel'],7,4,9,9,5,Individual Work,Practical,Biomedical Scientist,Pharmacist,Doctor,0.91,0.82,0.7,112340,91753,119468
user_7515,22-26,Graduate,Technical,IT / Tech,Bachelor,Arts,Low,"['Computer Science', 'Math']","['Programming', 'Data Analysis']","{'Programming': 'Intermediate', 'Data Analysis': 'Intermediate'}","['Python', 'React']",8,6,10,5,5,Team Work,Theoretical,Data Scientist,Software Engineer,AI Engineer,0.74,0.72,0.69,105751,107962,57776
user_1032,22-26,Working,Social,Arts / Design,Master,Biology,High,"['Biology', 'Physics']","['Graphic Design', 'Writing']","{'Graphic Design': 'Beginner', 'Writing': 'Intermediate'}",['Canva'],9,5,8,10,8,Individual Work,Theoretical,UI/UX Designer,Content Creator,Graphic Designer,0.8,0.61,0.74,95014,56386,77476
user_5492,18-22,Working,Technical,Healthcare,Bachelor,Computer Science,Average,"['Biology', 'Arts']","['Writing', 'Data Analysis']","{'Writing': 'Beginner', 'Data Analysis': 'Intermediate'}",['Excel'],9,6,7,8,6,Individual Work,Theoretical,Biomedical Scientist,Nurse,Doctor,0.92,0.79,0.78,104184,108633,101808
user_9451,22-26,Student,Creative,Science / Research,Bachelor,Business,Average,"['Physics', 'Arts']","['Data Analysis', 'Programming']","{'Data Analysis': 'Advanced', 'Programming': 'Intermediate'}","['Python', 'Excel']",8,10,6,6,7,Team Work,Practical,Research Scientist,Lab Analyst,Data Researcher,0.76,0.62,0.76,65791,58906,43006
user_8404,26-30,Graduate,Creative,Healthcare,Intermediate,Business,Average,"['Computer Science', 'Physics']","['Writing', 'Data Analysis']","{'Writing': 'Beginner', 'Data Analysis': 'Beginner'}",['Excel'],7,9,4,5,5,Individual Work,Mixed,Biomedical Scientist,Nurse,Pharmacist,0.84,0.83,0.61,91584,92575,70701
user_7799,22-26,Student,Analytical,Arts / Design,Master,Biology,Low,"['Business', 'Biology']","['Graphic Design', 'Writing']","{'Graphic Design': 'Intermediate', 'Writing': 'Beginner'}",['Canva'],8,8,5,8,10,Individual Work,Practical,UI/UX Designer,Content Creator,Graphic Designer,0.82,0.64,0.7,87033,117453,58065
user_4302,18-22,Student,Social,Science / Research,Master,Computer Science,Average,"['Math', 'Arts']","['Data Analysis', 'Programming']","{'Data Analysis': 'Beginner', 'Programming': 'Intermediate'}","['Python', 'Excel']",9,4,5,9,6,Individual Work,Theoretical,Data Researcher,Lab Analyst,Research Scientist,0.71,0.71,0.76,130574,83924,112621
user_2506,26-30,Student,Analytical,Science / Research,Intermediate,Computer Science,Low,"['Physics', 'Business']","['Data Analysis', 'Programming']","{'Data Analysis': 'Beginner', 'Programming': 'Beginner'}","['Python', 'Excel']",7,4,7,4,10,Individual Work,Mixed,Research Scientist,Lab Analyst,Data Researcher,0.74,0.85,0.68,116939,77272,44857
user_5406,18-22,Graduate,Analytical,Arts / Design,Master,Arts,Average,"['Business', 'Biology']","['Graphic Design', 'Writing']","{'Graphic Design': 'Intermediate', 'Writing': 'Beginner'}",['Canva'],9,10,5,7,8,Team Work,Theoretical,UI/UX Designer,Graphic Designer,Content Creator,0.8,0.68,0.58,88151,95405,118188
user_6706,22-26,Graduate,Technical,Healthcare,Master,Business,Average,"['Math', 'Arts']","['Writing', 'Data Analysis']","{'Writing': 'Advanced', 'Data Analysis': 'Advanced'}",['Excel'],5,4,7,7,9,Individual Work,Mixed,Nurse,Pharmacist,Biomedical Scientist,0.95,0.79,0.62,109674,88984,52352
user_6723,18-22,Working,Social,Science / Research,Master,Computer Science,Low,"['Math', 'Biology']","['Data Analysis', 'Programming']","{'Data Analysis': 'Intermediate', 'Programming': 'Advanced'}","['Python', 'Excel']",7,4,6,10,6,Individual Work,Theoretical,Data Researcher,Research Scientist,Lab Analyst,0.86,0.61,0.65,104953,76321,106313
user_1918,22-26,Student,Social,Arts / Design,Master,Business,High,"['Physics', 'Business']","['Graphic Design', 'Writing']","{'Graphic Design': 'Beginner', 'Writing': 'Beginner'}",['Canva'],9,7,8,6,10,Team Work,Practical,Content Creator,Graphic Designer,UI/UX Designer,0.88,0.69,0.67,122902,122533,87568
user_4286,18-22,Working,Technical,Healthcare,Bachelor,Biology,Average,"['Math', 'Biology']","['Writing', 'Data Analysis']","{'Writing': 'Beginner', 'Data Analysis': 'Beginner'}",['Excel'],10,10,10,5,6,Individual Work,Theoretical,Doctor,Biomedical Scientist,Nurse,0.94,0.76,0.73,95614,117239,78963
user_1618,18-22,Working,Analytical,Arts / Design,Master,Computer Science,Average,"['Arts', 'Biology']","['Graphic Design', 'Writing']","{'Graphic Design': 'Intermediate', 'Writing': 'Beginner'}",['Canva'],7,7,4,10,9,Individual Work,Mixed,Graphic Designer,UI/UX Designer,Content Creator,0.81,0.76,0.58,77800,82585,105865
user_2941,26-30,Student,Technical,IT / Tech,Intermediate,Arts,Average,"['Arts', 'Business']","['Programming', 'Data Analysis']","{'Programming': 'Intermediate', 'Data Analysis': 'Intermediate'}","['Python', 'React']",10,9,10,4,7,Team Work,Mixed,Data Scientist,Cyber Security Analyst,AI Engineer,0.77,0.7,0.68,60642,67318,90357
user_2431,18-22,Graduate,Analytical,Science / Research,Intermediate,Business,Average,"['Arts', 'Business']","['Data Analysis', 'Programming']","{'Data Analysis': 'Beginner', 'Programming': 'Intermediate'}","['Python', 'Excel']",10,4,8,6,7,Team Work,Practical,Data Researcher,Lab Analyst,Research Scientist,0.71,0.67,0.64,149154,97825,101345
user_6325,26-30,Working,Creative,Business,Intermediate,Biology,Low,"['Math', 'Computer Science']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Advanced', 'Writing': 'Beginner', 'Networking': 'Beginner'}",['Excel'],5,5,8,7,6,Individual Work,Practical,Business Analyst,Marketing Manager,HR Manager,0.88,0.76,0.71,88957,118462,67443
user_8939,26-30,Working,Creative,Business,Bachelor,Business,Average,"['Computer Science', 'Physics']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Advanced', 'Writing': 'Beginner', 'Networking': 'Intermediate'}",['Excel'],9,4,6,8,7,Team Work,Theoretical,HR Manager,Business Analyst,Marketing Manager,0.86,0.82,0.58,142652,89448,116278
user_4494,18-22,Graduate,Creative,Arts / Design,Intermediate,Business,Average,"['Computer Science', 'Biology']","['Graphic Design', 'Writing']","{'Graphic Design': 'Intermediate', 'Writing': 'Intermediate'}",['Canva'],9,10,9,4,8,Individual Work,Mixed,Graphic Designer,Content Creator,UI/UX Designer,0.78,0.65,0.59,126687,75728,58372
user_1040,18-22,Student,Social,Business,Bachelor,Computer Science,High,"['Computer Science', 'Math']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Intermediate', 'Writing': 'Beginner', 'Networking': 'Advanced'}",['Excel'],5,8,4,8,7,Team Work,Mixed,Business Analyst,HR Manager,Marketing Manager,0.93,0.77,0.56,77636,95709,104422
user_9332,22-26,Working,Creative,Science / Research,Bachelor,Arts,Low,"['Physics', 'Arts']","['Data Analysis', 'Programming']","{'Data Analysis': 'Intermediate', 'Programming': 'Advanced'}","['Python', 'Excel']",10,9,6,8,5,Individual Work,Mixed,Research Scientist,Lab Analyst,Data Researcher,0.88,0.8,0.66,76248,59907,106721
user_8585,18-22,Graduate,Creative,IT / Tech,Intermediate,Computer Science,High,"['Physics', 'Business']","['Programming', 'Data Analysis']","{'Programming': 'Advanced', 'Data Analysis': 'Advanced'}","['Python', 'React']",8,4,9,6,9,Individual Work,Practical,Software Engineer,Cyber Security Analyst,AI Engineer,0.77,0.63,0.76,131359,128266,69875
user_5368,22-26,Graduate,Technical,IT / Tech,Master,Computer Science,High,"['Physics', 'Biology']","['Programming', 'Data Analysis']","{'Programming': 'Advanced', 'Data Analysis': 'Beginner'}","['Python', 'React']",5,4,10,9,8,Individual Work,Practical,Software Engineer,Data Scientist,AI Engineer,0.7,0.83,0.55,66104,106148,80891
user_2634,18-22,Student,Social,Science / Research,Bachelor,Computer Science,Average,"['Physics', 'Computer Science']","['Data Analysis', 'Programming']","{'Data Analysis': 'Intermediate', 'Programming': 'Beginner'}","['Python', 'Excel']",10,7,9,8,7,Individual Work,Theoretical,Data Researcher,Lab Analyst,Research Scientist,0.95,0.61,0.58,119806,91135,99563
user_4742,22-26,Graduate,Technical,Business,Bachelor,Arts,Low,"['Arts', 'Physics']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Advanced', 'Writing': 'Intermediate', 'Networking': 'Intermediate'}",['Excel'],8,4,8,7,10,Team Work,Practical,HR Manager,Business Analyst,Marketing Manager,0.76,0.63,0.58,128056,60042,90032
user_3241,26-30,Graduate,Social,Healthcare,Bachelor,Business,Average,"['Business', 'Arts']","['Writing', 'Data Analysis']","{'Writing': 'Beginner', 'Data Analysis': 'Intermediate'}",['Excel'],6,9,10,9,7,Individual Work,Mixed,Biomedical Scientist,Pharmacist,Doctor,0.93,0.76,0.55,72867,72513,55098
user_4332,26-30,Graduate,Technical,Business,Intermediate,Computer Science,Low,"['Physics', 'Biology']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Advanced', 'Writing': 'Advanced', 'Networking': 'Intermediate'}",['Excel'],9,8,8,5,8,Team Work,Theoretical,Marketing Manager,HR Manager,Business Analyst,0.74,0.8,0.54,140784,53817,50050
user_3746,26-30,Student,Technical,Science / Research,Bachelor,Computer Science,Average,"['Physics', 'Business']","['Data Analysis', 'Programming']","{'Data Analysis': 'Beginner', 'Programming': 'Beginner'}","['Python', 'Excel']",9,5,9,8,10,Individual Work,Mixed,Data Researcher,Research Scientist,Lab Analyst,0.92,0.64,0.66,133875,76866,82182
user_4339,26-30,Graduate,Analytical,IT / Tech,Bachelor,Arts,Low,"['Arts', 'Physics']","['Programming', 'Data Analysis']","{'Programming': 'Beginner', 'Data Analysis': 'Intermediate'}","['Python', 'React']",6,8,7,6,10,Individual Work,Practical,Data Scientist,Cyber Security Analyst,AI Engineer,0.95,0.84,0.74,137035,50829,98680
user_1846,22-26,Working,Technical,Science / Research,Master,Business,Average,"['Business', 'Computer Science']","['Data Analysis', 'Programming']","{'Data Analysis': 'Intermediate', 'Programming': 'Advanced'}","['Python', 'Excel']",6,6,9,5,9,Team Work,Practical,Lab Analyst,Research Scientist,Data Researcher,0.9,0.65,0.51,66149,110111,103229
user_1980,18-22,Graduate,Social,IT / Tech,Bachelor,Business,Low,"['Computer Science', 'Arts']","['Programming', 'Data Analysis']","{'Programming': 'Intermediate', 'Data Analysis': 'Beginner'}","['Python', 'React']",6,6,5,5,10,Team Work,Practical,Cyber Security Analyst,Data Scientist,AI Engineer,0.91,0.82,0.72,71415,107266,56072
user_2035,26-30,Working,Creative,Science / Research,Bachelor,Computer Science,High,"['Physics', 'Computer Science']","['Data Analysis', 'Programming']","{'Data Analysis': 'Intermediate', 'Programming': 'Intermediate'}","['Python', 'Excel']",10,7,5,9,7,Individual Work,Theoretical,Data Researcher,Lab Analyst,Research Scientist,0.93,0.75,0.75,147578,98731,87259
user_7448,18-22,Graduate,Creative,Healthcare,Master,Biology,High,"['Computer Science', 'Math']","['Writing', 'Data Analysis']","{'Writing': 'Advanced', 'Data Analysis': 'Advanced'}",['Excel'],10,7,6,10,10,Individual Work,Practical,Pharmacist,Biomedical Scientist,Doctor,0.87,0.85,0.65,75680,81675,84382
user_2482,26-30,Graduate,Creative,Science / Research,Bachelor,Computer Science,Low,"['Arts', 'Physics']","['Data Analysis', 'Programming']","{'Data Analysis': 'Beginner', 'Programming': 'Beginner'}","['Python', 'Excel']",8,5,8,10,10,Individual Work,Practical,Data Researcher,Lab Analyst,Research Scientist,0.88,0.71,0.57,94503,124237,55864
user_6589,18-22,Student,Creative,Science / Research,Master,Arts,Low,"['Physics', 'Computer Science']","['Data Analysis', 'Programming']","{'Data Analysis': 'Intermediate', 'Programming': 'Advanced'}","['Python', 'Excel']",10,7,4,7,5,Team Work,Practical,Data Researcher,Lab Analyst,Research Scientist,0.83,0.76,0.53,83872,56707,47900
user_4188,22-26,Working,Analytical,Healthcare,Intermediate,Biology,High,"['Biology', 'Physics']","['Writing', 'Data Analysis']","{'Writing': 'Beginner', 'Data Analysis': 'Advanced'}",['Excel'],7,7,7,4,5,Team Work,Practical,Doctor,Pharmacist,Biomedical Scientist,0.85,0.64,0.71,94088,52037,76265
user_9253,22-26,Student,Technical,Healthcare,Master,Business,Average,"['Computer Science', 'Math']","['Writing', 'Data Analysis']","{'Writing': 'Advanced', 'Data Analysis': 'Advanced'}",['Excel'],9,8,5,5,7,Individual Work,Practical,Biomedical Scientist,Nurse,Doctor,0.71,0.75,0.63,121990,65827,84403
user_8207,26-30,Working,Analytical,Arts / Design,Master,Business,Low,"['Business', 'Biology']","['Graphic Design', 'Writing']","{'Graphic Design': 'Intermediate', 'Writing': 'Advanced'}",['Canva'],9,5,8,6,6,Individual Work,Theoretical,UI/UX Designer,Graphic Designer,Content Creator,0.86,0.63,0.61,79257,63799,52622
user_1521,22-26,Graduate,Technical,IT / Tech,Master,Arts,Average,"['Computer Science', 'Math']","['Programming', 'Data Analysis']","{'Programming': 'Beginner', 'Data Analysis': 'Advanced'}","['Python', 'React']",7,10,9,9,6,Individual Work,Mixed,Software Engineer,Cyber Security Analyst,Data Scientist,0.89,0.77,0.74,146641,110240,79163
user_1975,18-22,Working,Technical,Arts / Design,Intermediate,Biology,High,"['Biology', 'Computer Science']","['Graphic Design', 'Writing']","{'Graphic Design': 'Intermediate', 'Writing': 'Advanced'}",['Canva'],7,8,9,5,6,Team Work,Theoretical,Graphic Designer,UI/UX Designer,Content Creator,0.75,0.69,0.56,130185,121291,112519
user_8548,22-26,Student,Technical,Arts / Design,Bachelor,Biology,High,"['Business', 'Physics']","['Graphic Design', 'Writing']","{'Graphic Design': 'Beginner', 'Writing': 'Intermediate'}",['Canva'],10,7,8,7,8,Individual Work,Mixed,Content Creator,UI/UX Designer,Graphic Designer,0.76,0.69,0.61,134363,60858,62143
user_4587,22-26,Working,Social,Science / Research,Master,Business,Average,"['Computer Science', 'Math']","['Data Analysis', 'Programming']","{'Data Analysis': 'Advanced', 'Programming': 'Intermediate'}","['Python', 'Excel']",8,8,4,7,5,Team Work,Practical,Research Scientist,Data Researcher,Lab Analyst,0.84,0.74,0.74,142399,100046,97711
